C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_41_999.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_41_999.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_41_999.jpg, 0, 0, 0, 7.811766E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_100.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_100.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_100.jpg, 0, 0, 0, 7.837536E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_201.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_201.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_201.jpg, 0, 0, 0, 7.908489E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_303.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_303.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_303.jpg, 0, 0, 0, 7.753142E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_406.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_406.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_406.jpg, 0, 0, 0, 8.035236E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_508.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_508.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_508.jpg, 0, 0, 0, 7.843958E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_609.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_609.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_609.jpg, 0, 0, 0, 7.777724E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_711.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_711.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_711.jpg, 0, 0, 0, 7.781024E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_811.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_811.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_811.jpg, 0, 0, 0, 7.838596E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_42_912.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_42_912.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_42_912.jpg, 0, 0, 0, 7.806515E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_43_013.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_43_013.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_43_013.jpg, 0, 0, 0, 7.808412E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_43_116.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_43_116.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_43_116.jpg, 0, 0, 0, 7.817634E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_43_217.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_43_217.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_43_217.jpg, 0, 0, 0, 7.796795E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_43_319.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_43_319.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_43_319.jpg, 0, 0, 0, 7.820036E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_43_421.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_43_421.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_43_421.jpg, 0, 0, 0, 7.872117E-05
C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\center_2024_10_04_17_55_43_522.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\left_2024_10_04_17_55_43_522.jpg, C:\Users\IngJo\OneDrive\Universidad\9° Semestre Ing. Mecatrónica\Materias\Diseño mecatrónico\Data\IMG\right_2024_10_04_17_55_43_522.jpg, 0, 0.0211371, 0, 0.004513602
